,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.8493409586323246,-1.5338657814785428,-0.6597826157027359,-0.6750580883344475,127.18,127.18
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.6339462164232722,0.788679271452059,-0.6066960655288677,-0.6887762277156865,747.19,747.19
2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3673792573894684,-0.329583161440453,1.8979863567299817,1.9769919385304686,2621.29875,2621.29875
3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11325697004064705,-1.2758052200418093,-0.5936013831526469,1.2243480751814153,621.03,621.03
4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.24722020053193947,0.35857833572416975,-0.45534041247759466,0.7471792810285915,687.5,687.5
5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.353575083755705,-1.4478455943329651,-0.6746468497514191,-0.4752181659969403,201.68,201.68
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11325697004064705,0.10051777428743622,-0.5021745467420962,-0.7981505822417804,298.15,298.15
7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.19336300794566638,-0.5876437228771866,-0.6444465012080629,-0.9957659414363842,293.56,293.56
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4336811216607239,0.2725581485785919,-0.6420870989781132,-0.8444956477189389,297.34,297.34
9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.4750596144259742,-0.5016235357316087,-0.6599005858142335,-0.47299360285403663,689.96,689.96
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2347415007109168,-0.4156033485860309,0.1208256120761214,0.8576659171261372,-1267.4912499999998,-1267.4912499999998
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.755430747093542,0.18653796143301407,-0.5569126784769292,-0.793330695432156,940.47,940.47
12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7941582922333109,-1.0177446586050758,-0.670753836072002,-0.8407880424807662,-218.64,-218.64
13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.03315093213562773,0.8746994585976369,-0.6522325285668968,-0.7788710350032825,221.45,221.45
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4474852952944878,0.0,-0.5101965143239252,0.2989298077335147,473.13,473.13
15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.8480154848195839,1.0467398328887925,-0.4569919940385595,1.4998231443776449,957.66,957.66
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3549005575684456,-1.1897850328962314,-0.20111482220051485,1.8309122921464653,1544.27,1544.27
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2734690458506857,0.0,-0.6289924166018924,-0.9764863941978863,313.67,313.67
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3135220648031954,3.0252041372370826,-0.6217962398005458,-0.5056205289499562,654.74,654.74
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3135220648031954,-0.24356297429487517,-0.655653661800324,-0.944230228625784,288.03,288.03
20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.2233891923411977e-16,0.0,1.8979863567299817,0.7449547178856879,-1267.4912499999998,-1267.4912499999998
21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03315093213562773,0.8746994585976369,1.5976934379131342,0.3927322202592835,906.91,906.91
22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19336300794566638,0.0,-0.6737030888594391,-0.6572615831912187,253.99,253.99
23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.04695510576939137,-0.6736639100227644,-0.5724847331945971,-0.5104404157595807,359.29,359.29
24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1946884817584071,-0.15754278714929731,-0.6796015944343133,-0.624263896571482,559.49,559.49
25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936281027082147,0.4445985228697476,-0.448380175899243,1.0337771659393395,1422.25,1422.25
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0732039510881374,0.014497587141858377,-0.6355987428457516,-0.8411588030045836,326.09,326.09
27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20716718157943,-1.6198859686241207,-0.6413792783091283,-0.7321552090023068,286.51,286.51
28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.1145824438533878,-0.15754278714929731,-0.2589201768342824,1.450141234186131,1358.62,1358.62
29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.074529424900878,-0.24356297429487517,-0.4749234509861771,0.12541388258703343,763.92,763.92
30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074529424900878,-1.4478455943329651,-0.4063828162061385,-0.7896230901939834,431.66,431.66
31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3936281027082147,1.0467398328887925,-0.44767235523025817,0.06016003039519437,685.42,685.42
32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2084926553921707,-0.15754278714929731,-0.4446051323313236,1.8097789422888808,487.05,487.05
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8742643301383302,0.18653796143301407,-0.6550638112428365,-0.5063620499975908,432.85,432.85
34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3936281027082147,-1.4478455943329651,-0.624745492587983,-1.0046641940079986,303.65,303.65
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7941582922333109,1.1327600200343704,0.7746159699951825,0.6670950078840616,1320.44,1320.44
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.2233891923411977e-16,0.8746994585976369,1.8979863567299817,-0.006206103368096526,643.52,643.52
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.2233891923411977e-16,2.0789820786357267,1.625888294561033,1.2024732042761963,937.75,937.75
38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.2084926553921707,0.35857833572416975,-0.6066960655288677,-0.8726734475290513,268.35,268.35
39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4737341406132336,-0.5876437228771866,0.3041511653432128,1.8772573576236238,-1267.4912499999998,-1267.4912499999998
40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4737341406132336,1.9069417043445709,1.197420849602168,0.07721501449078871,1088.73,1088.73
41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4074322763419781,3.0252041372370826,-0.6417331886436207,-0.47299360285403663,391.29,391.29
42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.11325697004064705,-0.7596840971683423,-0.0729992811142463,0.9822414531287395,997.3,997.3
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2734690458506857,1.304800394325526,-0.6477496643299925,-0.49931760004506265,410.64,410.64
44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.2233891923411977e-16,0.9607196457432147,1.8979863567299817,0.41868545692649234,2621.29875,2621.29875
45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.2347415007109168,-0.8457042843139201,-0.6698100751800221,-0.9071541762440571,283.1,283.1
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.3673792573894684,0.7026590843064812,0.3133528340400166,1.4401307000430648,1249.53,1249.53
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3949535765209553,-1.5338657814785428,-0.6629678087131681,-0.749210193097901,-220.28,-220.28
48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6339462164232722,1.0467398328887925,-0.5611596024908386,-0.5156310630930224,534.16,534.16
49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.515112633378484,0.10051777428743622,-0.5921857418146771,-0.0933348264651545,1014.51,1014.51
50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.1546354628058975,-1.2758052200418093,-0.573192553863582,-0.6046135888091667,315.04,315.04
51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.08700812472190103,0.10051777428743622,-0.663675629382153,-0.49449771323543823,258.27,258.27
52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1546354628058975,-0.24356297429487517,1.8979863567299817,1.1123783969886,2065.65,2065.65
53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6339462164232722,-1.0177446586050758,-0.4626545593904388,0.28854851306663115,523.57,523.57
54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9681745416771128,-0.7596840971683423,-0.5806246708879237,-0.9768571547217034,146.64,146.64
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.9957488608085994,-1.3618254071873872,-0.6727593279674593,-0.581626436332496,367.23,367.23
56,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15330998899315673,0.2725581485785919,1.8979863567299817,1.8057005765268908,2621.29875,2621.29875
57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.5275913331995069,0.6166388971609033,-0.6647373603856302,-0.9957659414363842,193.5,193.5
58,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.3273262384369588,-0.329583161440453,-0.643738680539078,-0.7136171828114435,324.36,324.36
59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5538401785182528,0.8746994585976369,-0.6427949196470981,-0.6116580387616948,482.92,482.92
60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15330998899315673,-0.8457042843139201,-0.6759445209778914,-0.9909460546267598,184.25,184.25
61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.2233891923411977e-16,-0.5016235357316087,-0.29596279184449265,1.686686448381548,517.38,517.38
62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7140522543282916,2.0789820786357267,-0.5974943968320638,-0.9212430761491133,896.17,896.17
63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6739992353757819,-1.4478455943329651,-0.6387839358561836,-0.8956606000057219,-269.14,-269.14
64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0358018797611095,0.0,-0.27602584300141775,-0.6921130724300418,2621.29875,2621.29875
65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.4074322763419781,0.35857833572416975,-0.6406714576401434,-0.8904699526722801,213.89,213.89
66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.074529424900878,-1.6198859686241207,-0.6331213705043044,-0.9479378338639566,347.26,347.26
67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.048280579582132,-0.6736639100227644,-0.6529403492358818,2.177944142439428,572.47,572.47
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.2747945196634263,0.0,-0.6775961025388562,-0.7588499667171501,287.52,287.52
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.7692349207273053,-0.07152260000371947,-0.43764489575297194,-0.009913708606269256,301.34,301.34
70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.7679094469145646,-1.1897850328962314,-0.6582490042532687,-0.6112872782378775,168.22,168.22
71,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5551656523309936,-1.3618254071873872,-0.6125945711037419,-0.5071035710452253,1274.44,1274.44
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6739992353757819,-1.2758052200418093,-0.6372503244067164,-0.9486793549115912,-281.72,-281.72
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.635271690236013,-1.0177446586050758,-0.6793656542113184,-1.0042934334841813,262.52,262.52
74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.9957488608085994,-1.0177446586050758,-0.03654651666152344,1.3418791612314886,2541.05,2541.05
75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03315093213562773,0.0,-0.5638729150552808,-0.6620814700008432,352.98,352.98
